시도,시군구,행정구역명,"행정동(행정기관명)",법정동,행정구역분류,행정기관코드,행정기관 생성일,법정동코드,행정동 영문명칭
서울특별시,서울특별시,서울특별시,서울특별시,서울특별시,11,1100000000,19880423,1100000000,Seoul
서울특별시,종로구,종로구,종로구,종로구,11010,1111000000,19880423,1111000000,Jongno-gu
서울특별시,종로구,청운효자동,청운효자동,청운동,11010720,1111051500,20081101,1111010100,Cheongunhyoja-dong
서울특별시,종로구,청운효자동,청운효자동,신교동,11010720,1111051500,20081101,1111010200,Cheongunhyoja-dong
서울특별시,종로구,청운효자동,청운효자동,궁정동,11010720,1111051500,20081101,1111010300,Cheongunhyoja-dong
서울특별시,종로구,청운효자동,청운효자동,효자동,11010720,1111051500,20081101,1111010400,Cheongunhyoja-dong
서울특별시,종로구,청운효자동,청운효자동,창성동,11010720,1111051500,20081101,1111010500,Cheongunhyoja-dong
서울특별시,종로구,청운효자동,청운효자동,통인동,11010720,1111051500,20081101,1111010800,Cheongunhyoja-dong
서울특별시,종로구,청운효자동,청운효자동,누상동,11010720,1111051500,20081101,1111010900,Cheongunhyoja-dong
서울특별시,종로구,청운효자동,청운효자동,누하동,11010720,1111051500,20081101,1111011000,Cheongunhyoja-dong
서울특별시,종로구,청운효자동,청운효자동,옥인동,11010720,1111051500,20081101,1111011100,Cheongunhyoja-dong
서울특별시,종로구,청운효자동,청운효자동,세종로,11010720,1111051500,20081101,1111011900,Cheongunhyoja-dong
서울특별시,종로구,사직동,사직동,통의동,11010530,1111053000,19880423,1111010600,Sajik-dong
서울특별시,종로구,사직동,사직동,적선동,11010530,1111053000,19880423,1111010700,Sajik-dong
서울특별시,종로구,사직동,사직동,체부동,11010530,1111053000,19880423,1111011200,Sajik-dong
서울특별시,종로구,사직동,사직동,필운동,11010530,1111053000,19880423,1111011300,Sajik-dong
서울특별시,종로구,사직동,사직동,내자동,11010530,1111053000,19880423,1111011400,Sajik-dong
서울특별시,종로구,사직동,사직동,사직동,11010530,1111053000,19880423,1111011500,Sajik-dong
서울특별시,종로구,사직동,사직동,도렴동,11010530,1111053000,19880423,1111011600,Sajik-dong
서울특별시,종로구,사직동,사직동,당주동,11010530,1111053000,19880423,1111011700,Sajik-dong
서울특별시,종로구,사직동,사직동,내수동,11010530,1111053000,19880423,1111011800,Sajik-dong
서울특별시,종로구,사직동,사직동,세종로,11010530,1111053000,19880423,1111011900,Sajik-dong
서울특별시,종로구,사직동,사직동,신문로1가,11010530,1111053000,19880423,1111012000,Sajik-dong
서울특별시,종로구,사직동,사직동,신문로2가,11010530,1111053000,19880423,1111012100,Sajik-dong
서울특별시,종로구,삼청동,삼청동,팔판동,11010540,1111054000,19880423,1111013900,Samcheong-dong
서울특별시,종로구,삼청동,삼청동,삼청동,11010540,1111054000,19880423,1111014000,Samcheong-dong
서울특별시,종로구,삼청동,삼청동,안국동,11010540,1111054000,19880423,1111014100,Samcheong-dong
서울특별시,종로구,삼청동,삼청동,소격동,11010540,1111054000,19880423,1111014200,Samcheong-dong
서울특별시,종로구,삼청동,삼청동,화동,11010540,1111054000,19880423,1111014300,Samcheong-dong
서울특별시,종로구,삼청동,삼청동,사간동,11010540,1111054000,19880423,1111014400,Samcheong-dong
서울특별시,종로구,삼청동,삼청동,송현동,11010540,1111054000,19880423,1111014500,Samcheong-dong
서울특별시,종로구,부암동,부암동,부암동,11010550,1111055000,19880423,1111018400,Buam-dong
서울특별시,종로구,부암동,부암동,홍지동,11010550,1111055000,19880423,1111018500,Buam-dong
서울특별시,종로구,부암동,부암동,신영동,11010550,1111055000,19880423,1111018600,Buam-dong
서울특별시,종로구,평창동,평창동,구기동,11010560,1111056000,19880423,1111018200,Pyeongchang-dong
서울특별시,종로구,평창동,평창동,평창동,11010560,1111056000,19880423,1111018300,Pyeongchang-dong
서울특별시,종로구,무악동,무악동,무악동,11010570,1111057000,19880423,1111018700,Muak-dong
서울특별시,종로구,교남동,교남동,교남동,11010580,1111058000,19880423,1111017600,Gyonam-dong
서울특별시,종로구,교남동,교남동,평동,11010580,1111058000,19880423,1111017700,Gyonam-dong
서울특별시,종로구,교남동,교남동,송월동,11010580,1111058000,19880423,1111017800,Gyonam-dong
서울특별시,종로구,교남동,교남동,홍파동,11010580,1111058000,19880423,1111017900,Gyonam-dong
서울특별시,종로구,교남동,교남동,교북동,11010580,1111058000,19880423,1111018000,Gyonam-dong
서울특별시,종로구,교남동,교남동,행촌동,11010580,1111058000,19880423,1111018100,Gyonam-dong
서울특별시,종로구,가회동,가회동,가회동,11010600,1111060000,19880423,1111014600,Gahoe-dong
서울특별시,종로구,가회동,가회동,재동,11010600,1111060000,19880423,1111014700,Gahoe-dong
서울특별시,종로구,가회동,가회동,계동,11010600,1111060000,19880423,1111014800,Gahoe-dong
서울특별시,종로구,가회동,가회동,원서동,11010600,1111060000,19880423,1111014900,Gahoe-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,세종로,11010610,1111061500,20110501,1111011900,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,청진동,11010610,1111061500,20110501,1111012200,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,서린동,11010610,1111061500,20110501,1111012300,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,수송동,11010610,1111061500,20110501,1111012400,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,중학동,11010610,1111061500,20110501,1111012500,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,종로1가,11010610,1111061500,20110501,1111012600,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,공평동,11010610,1111061500,20110501,1111012700,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,관훈동,11010610,1111061500,20110501,1111012800,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,견지동,11010610,1111061500,20110501,1111012900,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,와룡동,11010610,1111061500,20110501,1111013000,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,권농동,11010610,1111061500,20110501,1111013100,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,운니동,11010610,1111061500,20110501,1111013200,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,익선동,11010610,1111061500,20110501,1111013300,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,경운동,11010610,1111061500,20110501,1111013400,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,관철동,11010610,1111061500,20110501,1111013500,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,인사동,11010610,1111061500,20110501,1111013600,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,낙원동,11010610,1111061500,20110501,1111013700,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,종로2가,11010610,1111061500,20110501,1111013800,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,훈정동,11010610,1111061500,20110501,1111015000,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,묘동,11010610,1111061500,20110501,1111015100,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,봉익동,11010610,1111061500,20110501,1111015200,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,돈의동,11010610,1111061500,20110501,1111015300,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,장사동,11010610,1111061500,20110501,1111015400,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,관수동,11010610,1111061500,20110501,1111015500,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,종로3가,11010610,1111061500,20110501,1111015600,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,인의동,11010610,1111061500,20110501,1111015700,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,예지동,11010610,1111061500,20110501,1111015800,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,원남동,11010610,1111061500,20110501,1111015900,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로1.2.3.4가동,종로1.2.3.4가동,종로4가,11010610,1111061500,20110501,1111016100,Jongno 1.2.3.4(ilisamsa)-ga-dong
서울특별시,종로구,종로5.6가동,종로5.6가동,연지동,11010630,1111063000,19880423,1111016000,Jongno 5.6(oryuk)-ga-dong
서울특별시,종로구,종로5.6가동,종로5.6가동,효제동,11010630,1111063000,19880423,1111016200,Jongno 5.6(oryuk)-ga-dong
서울특별시,종로구,종로5.6가동,종로5.6가동,종로5가,11010630,1111063000,19880423,1111016300,Jongno 5.6(oryuk)-ga-dong
서울특별시,종로구,종로5.6가동,종로5.6가동,종로6가,11010630,1111063000,19880423,1111016400,Jongno 5.6(oryuk)-ga-dong
서울특별시,종로구,종로5.6가동,종로5.6가동,충신동,11010630,1111063000,19880423,1111016700,Jongno 5.6(oryuk)-ga-dong
서울특별시,종로구,이화동,이화동,이화동,11010640,1111064000,19880423,1111016500,Ihwa-dong
서울특별시,종로구,이화동,이화동,연건동,11010640,1111064000,19880423,1111016600,Ihwa-dong
서울특별시,종로구,이화동,이화동,동숭동,11010640,1111064000,19880423,1111016800,Ihwa-dong
서울특별시,종로구,혜화동,혜화동,와룡동,11010730,1111065000,20120801,1111013000,Hyehwa-dong
서울특별시,종로구,혜화동,혜화동,혜화동,11010730,1111065000,20120801,1111016900,Hyehwa-dong
서울특별시,종로구,혜화동,혜화동,명륜1가,11010730,1111065000,20120801,1111017000,Hyehwa-dong
서울특별시,종로구,혜화동,혜화동,명륜2가,11010730,1111065000,20120801,1111017100,Hyehwa-dong
서울특별시,종로구,혜화동,혜화동,명륜4가,11010730,1111065000,20120801,1111017200,Hyehwa-dong
서울특별시,종로구,혜화동,혜화동,명륜3가,11010730,1111065000,20120801,1111017300,Hyehwa-dong
서울특별시,종로구,창신1동,창신제1동,창신동,11010670,1111067000,19880423,1111017400,Changsin 1(il)-dong
서울특별시,종로구,창신2동,창신제2동,창신동,11010680,1111068000,19880423,1111017400,Changsin 2(i)-dong
서울특별시,종로구,창신3동,창신제3동,창신동,11010690,1111069000,19880423,1111017400,Changsin 3(sam)-dong
서울특별시,종로구,숭인1동,숭인제1동,숭인동,11010700,1111070000,19880423,1111017500,Sungin 1(il)-dong
서울특별시,종로구,숭인2동,숭인제2동,숭인동,11010710,1111071000,19880423,1111017500,Sungin 2(i)-dong
서울특별시,중구,중구,중구,중구,11020,1114000000,19880423,1114000000,Jung-gu
서울특별시,중구,소공동,소공동,소공동,11020520,1114052000,19880423,1114011100,Sogong-dong
서울특별시,중구,소공동,소공동,북창동,11020520,1114052000,19880423,1114011300,Sogong-dong
서울특별시,중구,소공동,소공동,태평로2가,11020520,1114052000,19880423,1114011400,Sogong-dong
서울특별시,중구,소공동,소공동,남대문로2가,11020520,1114052000,19880423,1114011500,Sogong-dong
서울특별시,중구,소공동,소공동,남대문로3가,11020520,1114052000,19880423,1114011600,Sogong-dong
서울특별시,중구,소공동,소공동,남대문로4가,11020520,1114052000,19880423,1114011700,Sogong-dong
서울특별시,중구,소공동,소공동,봉래동1가,11020520,1114052000,19880423,1114011900,Sogong-dong
서울특별시,중구,소공동,소공동,서소문동,11020520,1114052000,19880423,1114016600,Sogong-dong
서울특별시,중구,소공동,소공동,정동,11020520,1114052000,19880423,1114016700,Sogong-dong
서울특별시,중구,소공동,소공동,순화동,11020520,1114052000,19880423,1114016800,Sogong-dong
서울특별시,중구,소공동,소공동,의주로1가,11020520,1114052000,19880423,1114016900,Sogong-dong
서울특별시,중구,소공동,소공동,충정로1가,11020520,1114052000,19880423,1114017000,Sogong-dong
서울특별시,중구,회현동,회현동,남창동,11020540,1114054000,19880423,1114011200,Hoehyeon-dong
서울특별시,중구,회현동,회현동,남대문로3가,11020540,1114054000,19880423,1114011600,Hoehyeon-dong
서울특별시,중구,회현동,회현동,남대문로4가,11020540,1114054000,19880423,1114011700,Hoehyeon-dong
서울특별시,중구,회현동,회현동,남대문로5가,11020540,1114054000,19880423,1114011800,Hoehyeon-dong
서울특별시,중구,회현동,회현동,봉래동1가,11020540,1114054000,19880423,1114011900,Hoehyeon-dong
서울특별시,중구,회현동,회현동,봉래동2가,11020540,1114054000,19880423,1114012000,Hoehyeon-dong
서울특별시,중구,회현동,회현동,회현동1가,11020540,1114054000,19880423,1114012100,Hoehyeon-dong
서울특별시,중구,회현동,회현동,회현동2가,11020540,1114054000,19880423,1114012200,Hoehyeon-dong
서울특별시,중구,회현동,회현동,충무로1가,11020540,1114054000,19880423,1114012400,Hoehyeon-dong
서울특별시,중구,회현동,회현동,순화동,11020540,1114054000,19880423,1114016800,Hoehyeon-dong
서울특별시,중구,명동,명동,무교동,11020550,1114055000,19980914,1114010100,Myeong-dong
서울특별시,중구,명동,명동,다동,11020550,1114055000,19980914,1114010200,Myeong-dong
서울특별시,중구,명동,명동,태평로1가,11020550,1114055000,19980914,1114010300,Myeong-dong
서울특별시,중구,명동,명동,을지로1가,11020550,1114055000,19980914,1114010400,Myeong-dong
서울특별시,중구,명동,명동,을지로2가,11020550,1114055000,19980914,1114010500,Myeong-dong
서울특별시,중구,명동,명동,남대문로1가,11020550,1114055000,19980914,1114010600,Myeong-dong
서울특별시,중구,명동,명동,삼각동,11020550,1114055000,19980914,1114010700,Myeong-dong
서울특별시,중구,명동,명동,수하동,11020550,1114055000,19980914,1114010800,Myeong-dong
서울특별시,중구,명동,명동,장교동,11020550,1114055000,19980914,1114010900,Myeong-dong
서울특별시,중구,명동,명동,수표동,11020550,1114055000,19980914,1114011000,Myeong-dong
서울특별시,중구,명동,명동,남대문로2가,11020550,1114055000,19980914,1114011500,Myeong-dong
서울특별시,중구,명동,명동,회현동1가,11020550,1114055000,19980914,1114012100,Myeong-dong
서울특별시,중구,명동,명동,회현동2가,11020550,1114055000,19980914,1114012200,Myeong-dong
서울특별시,중구,명동,명동,회현동3가,11020550,1114055000,19980914,1114012300,Myeong-dong
서울특별시,중구,명동,명동,충무로1가,11020550,1114055000,19980914,1114012400,Myeong-dong
서울특별시,중구,명동,명동,충무로2가,11020550,1114055000,19980914,1114012500,Myeong-dong
서울특별시,중구,명동,명동,명동1가,11020550,1114055000,19980914,1114012600,Myeong-dong
서울특별시,중구,명동,명동,명동2가,11020550,1114055000,19980914,1114012700,Myeong-dong
서울특별시,중구,명동,명동,남산동1가,11020550,1114055000,19980914,1114012800,Myeong-dong
서울특별시,중구,명동,명동,남산동2가,11020550,1114055000,19980914,1114012900,Myeong-dong
서울특별시,중구,명동,명동,남산동3가,11020550,1114055000,19980914,1114013000,Myeong-dong
서울특별시,중구,명동,명동,저동1가,11020550,1114055000,19980914,1114013100,Myeong-dong
서울특별시,중구,명동,명동,예장동,11020550,1114055000,19980914,1114014200,Myeong-dong
서울특별시,중구,필동,필동,충무로4가,11020570,1114057000,19980914,1114013200,Pil-dong
서울특별시,중구,필동,필동,충무로5가,11020570,1114057000,19980914,1114013300,Pil-dong
서울특별시,중구,필동,필동,묵정동,11020570,1114057000,19980914,1114013600,Pil-dong
서울특별시,중구,필동,필동,필동1가,11020570,1114057000,19980914,1114013700,Pil-dong
서울특별시,중구,필동,필동,필동2가,11020570,1114057000,19980914,1114013800,Pil-dong
서울특별시,중구,필동,필동,필동3가,11020570,1114057000,19980914,1114013900,Pil-dong
서울특별시,중구,필동,필동,남학동,11020570,1114057000,19980914,1114014000,Pil-dong
서울특별시,중구,필동,필동,주자동,11020570,1114057000,19980914,1114014100,Pil-dong
서울특별시,중구,필동,필동,예장동,11020570,1114057000,19980914,1114014200,Pil-dong
서울특별시,중구,필동,필동,장충동2가,11020570,1114057000,19980914,1114014400,Pil-dong
서울특별시,중구,필동,필동,충무로3가,11020570,1114057000,19980914,1114015800,Pil-dong
서울특별시,중구,장충동,장충동,묵정동,11020580,1114058000,19880423,1114013600,Jangchung-dong
서울특별시,중구,장충동,장충동,장충동1가,11020580,1114058000,19880423,1114014300,Jangchung-dong
서울특별시,중구,장충동,장충동,장충동2가,11020580,1114058000,19880423,1114014400,Jangchung-dong
서울특별시,중구,광희동,광희동,충무로4가,11020590,1114059000,19980914,1114013200,Gwanghui-dong
서울특별시,중구,광희동,광희동,충무로5가,11020590,1114059000,19980914,1114013300,Gwanghui-dong
서울특별시,중구,광희동,광희동,인현동2가,11020590,1114059000,19980914,1114013400,Gwanghui-dong
서울특별시,중구,광희동,광희동,예관동,11020590,1114059000,19980914,1114013500,Gwanghui-dong
서울특별시,중구,광희동,광희동,광희동1가,11020590,1114059000,19980914,1114014500,Gwanghui-dong
서울특별시,중구,광희동,광희동,광희동2가,11020590,1114059000,19980914,1114014600,Gwanghui-dong
서울특별시,중구,광희동,광희동,쌍림동,11020590,1114059000,19980914,1114014700,Gwanghui-dong
서울특별시,중구,광희동,광희동,을지로6가,11020590,1114059000,19980914,1114014800,Gwanghui-dong
서울특별시,중구,광희동,광희동,을지로7가,11020590,1114059000,19980914,1114014900,Gwanghui-dong
서울특별시,중구,광희동,광희동,오장동,11020590,1114059000,19980914,1114015400,Gwanghui-dong
서울특별시,중구,을지로동,을지로동,을지로4가,11020600,1114060500,20050315,1114015000,Euljiro-dong
서울특별시,중구,을지로동,을지로동,을지로5가,11020600,1114060500,20050315,1114015100,Euljiro-dong
서울특별시,중구,을지로동,을지로동,주교동,11020600,1114060500,20050315,1114015200,Euljiro-dong
서울특별시,중구,을지로동,을지로동,방산동,11020600,1114060500,20050315,1114015300,Euljiro-dong
서울특별시,중구,을지로동,을지로동,을지로3가,11020600,1114060500,20050315,1114015500,Euljiro-dong
서울특별시,중구,을지로동,을지로동,입정동,11020600,1114060500,20050315,1114015600,Euljiro-dong
서울특별시,중구,을지로동,을지로동,산림동,11020600,1114060500,20050315,1114015700,Euljiro-dong
서울특별시,중구,을지로동,을지로동,초동,11020600,1114060500,20050315,1114015900,Euljiro-dong
서울특별시,중구,을지로동,을지로동,인현동1가,11020600,1114060500,20050315,1114016000,Euljiro-dong
서울특별시,중구,을지로동,을지로동,저동2가,11020600,1114060500,20050315,1114016100,Euljiro-dong
서울특별시,중구,신당동,신당동,신당동,11020690,1114061500,20130720,1114016200,Sindang-dong
서울특별시,중구,신당동,신당동,흥인동,11020690,1114061500,20130720,1114016300,Sindang-dong
서울특별시,중구,신당동,신당동,무학동,11020690,1114061500,20130720,1114016400,Sindang-dong
서울특별시,중구,다산동,다산동,신당동,11020700,1114062500,20130720,1114016200,Dasan-dong
서울특별시,중구,약수동,약수동,신당동,11020710,1114063500,20130720,1114016200,Yaksu-dong
서울특별시,중구,청구동,청구동,신당동,11020720,1114064500,20130720,1114016200,Cheonggu-dong
서울특별시,중구,신당5동,신당제5동,신당동,11020650,1114065000,19880423,1114016200,Sindang 5(o)-dong
서울특별시,중구,동화동,동화동,신당동,11020730,1114066500,20130720,1114016200,Donghwa-dong
서울특별시,중구,황학동,황학동,황학동,11020670,1114067000,19880423,1114016500,Hwanghak-dong
서울특별시,중구,중림동,중림동,중림동,11020680,1114068000,19880423,1114017100,Jungnim-dong
서울특별시,중구,중림동,중림동,의주로2가,11020680,1114068000,19880423,1114017200,Jungnim-dong
서울특별시,중구,중림동,중림동,만리동1가,11020680,1114068000,19880423,1114017300,Jungnim-dong
서울특별시,중구,중림동,중림동,만리동2가,11020680,1114068000,19880423,1114017400,Jungnim-dong
서울특별시,용산구,용산구,용산구,용산구,11030,1117000000,19880423,1117000000,Yongsan-gu
서울특별시,용산구,후암동,후암동,후암동,11030510,1117051000,19880423,1117010100,Huam-dong
서울특별시,용산구,용산2가동,용산2가동,용산동2가,11030520,1117052000,19880423,1117010200,Yongsan 2-ga-dong
서울특별시,용산구,용산2가동,용산2가동,용산동4가,11030520,1117052000,19880423,1117010300,Yongsan 2-ga-dong
서울특별시,용산구,남영동,남영동,갈월동,11030530,1117053000,19880423,1117010400,Namyeong-dong
서울특별시,용산구,남영동,남영동,남영동,11030530,1117053000,19880423,1117010500,Namyeong-dong
서울특별시,용산구,남영동,남영동,용산동1가,11030530,1117053000,19880423,1117010600,Namyeong-dong
서울특별시,용산구,남영동,남영동,동자동,11030530,1117053000,19880423,1117010700,Namyeong-dong
서울특별시,용산구,청파동,청파동,서계동,11030710,1117055500,20080630,1117010800,Cheongpa-dong
서울특별시,용산구,청파동,청파동,청파동1가,11030710,1117055500,20080630,1117010900,Cheongpa-dong
서울특별시,용산구,청파동,청파동,청파동2가,11030710,1117055500,20080630,1117011000,Cheongpa-dong
서울특별시,용산구,청파동,청파동,청파동3가,11030710,1117055500,20080630,1117011100,Cheongpa-dong
서울특별시,용산구,원효로1동,원효로제1동,원효로1가,11030720,1117056000,19880423,1117011200,Wonhyoro 1(il)-dong
서울특별시,용산구,원효로1동,원효로제1동,원효로2가,11030720,1117056000,19880423,1117011300,Wonhyoro 1(il)-dong
서울특별시,용산구,원효로1동,원효로제1동,문배동,11030720,1117056000,19880423,1117012200,Wonhyoro 1(il)-dong
서울특별시,용산구,원효로1동,원효로제1동,신계동,11030720,1117056000,19880423,1117012300,Wonhyoro 1(il)-dong
서울특별시,용산구,원효로2동,원효로제2동,신창동,11030570,1117057000,19880423,1117011400,Wonhyoro 2(i)-dong
서울특별시,용산구,원효로2동,원효로제2동,산천동,11030570,1117057000,19880423,1117011500,Wonhyoro 2(i)-dong
서울특별시,용산구,원효로2동,원효로제2동,청암동,11030570,1117057000,19880423,1117011600,Wonhyoro 2(i)-dong
서울특별시,용산구,원효로2동,원효로제2동,원효로3가,11030570,1117057000,19880423,1117011700,Wonhyoro 2(i)-dong
서울특별시,용산구,원효로2동,원효로제2동,원효로4가,11030570,1117057000,19880423,1117011800,Wonhyoro 2(i)-dong
서울특별시,용산구,효창동,효창동,효창동,11030580,1117058000,19880423,1117011900,Hyochang-dong
서울특별시,용산구,용문동,용문동,도원동,11030590,1117059000,19880423,1117012000,Yongmun-dong
서울특별시,용산구,용문동,용문동,용문동,11030590,1117059000,19880423,1117012100,Yongmun-dong
서울특별시,용산구,한강로동,한강로동,한강로1가,11030730,1117062500,20080630,1117012400,Hangangno-dong
서울특별시,용산구,한강로동,한강로동,한강로2가,11030730,1117062500,20080630,1117012500,Hangangno-dong
서울특별시,용산구,한강로동,한강로동,용산동3가,11030730,1117062500,20080630,1117012600,Hangangno-dong
서울특별시,용산구,한강로동,한강로동,용산동5가,11030730,1117062500,20080630,1117012700,Hangangno-dong
서울특별시,용산구,한강로동,한강로동,한강로3가,11030730,1117062500,20080630,1117012800,Hangangno-dong
서울특별시,용산구,이촌1동,이촌제1동,이촌동,11030630,1117063000,19880423,1117012900,Ichon 1(il)-dong
서울특별시,용산구,이촌2동,이촌제2동,이촌동,11030640,1117064000,19880423,1117012900,Ichon 2(i)-dong
서울특별시,용산구,이태원1동,이태원제1동,이태원동,11030650,1117065000,19880423,1117013000,Itaewon 1(il)-dong
서울특별시,용산구,이태원2동,이태원제2동,이태원동,11030660,1117066000,19880423,1117013000,Itaewon 2(i)-dong
서울특별시,용산구,한남동,한남동,한남동,11030740,1117068500,20080630,1117013100,Hannam-dong
서울특별시,용산구,서빙고동,서빙고동,동빙고동,11030690,1117069000,19880423,1117013200,Seobinggo-dong
서울특별시,용산구,서빙고동,서빙고동,서빙고동,11030690,1117069000,19880423,1117013300,Seobinggo-dong
서울특별시,용산구,서빙고동,서빙고동,주성동,11030690,1117069000,19880423,1117013400,Seobinggo-dong
서울특별시,용산구,서빙고동,서빙고동,용산동6가,11030690,1117069000,19880423,1117013500,Seobinggo-dong
서울특별시,용산구,보광동,보광동,보광동,11030700,1117070000,19880423,1117013600,Bogwang-dong
서울특별시,성동구,성동구,성동구,성동구,11040,1120000000,19880423,1120000000,Seongdong-gu
서울특별시,성동구,왕십리2동,왕십리제2동,하왕십리동,11040520,1120052000,19880423,1120010200,Wangsimni 2(i)-dong
서울특별시,성동구,왕십리도선동,왕십리도선동,상왕십리동,11040710,1120053500,20080811,1120010100,WangsimniDoseon-dong
서울특별시,성동구,왕십리도선동,왕십리도선동,하왕십리동,11040710,1120053500,20080811,1120010200,WangsimniDoseon-dong
서울특별시,성동구,왕십리도선동,왕십리도선동,홍익동,11040710,1120053500,20080811,1120010300,WangsimniDoseon-dong
서울특별시,성동구,왕십리도선동,왕십리도선동,도선동,11040710,1120053500,20080811,1120010400,WangsimniDoseon-dong
서울특별시,성동구,마장동,마장동,마장동,11040540,1120054000,19880423,1120010500,Majang-dong
서울특별시,성동구,사근동,사근동,사근동,11040550,1120055000,19880423,1120010600,Sageun-dong
서울특별시,성동구,사근동,사근동,행당동,11040550,1120055000,19880423,1120010700,Sageun-dong
서울특별시,성동구,행당1동,행당제1동,행당동,11040560,1120056000,19880423,1120010700,Haengdang 1(il)-dong
서울특별시,성동구,행당2동,행당제2동,행당동,11040570,1120057000,19880423,1120010700,Haengdang 2(i)-dong
서울특별시,성동구,응봉동,응봉동,응봉동,11040580,1120058000,19880423,1120010800,Eungbong-dong
서울특별시,성동구,금호1가동,금호1가동,금호동1가,11040590,1120059000,19880423,1120010900,Geumho 1(il)-ga-dong
서울특별시,성동구,금호2.3가동,금호2.3가동,금호동2가,11040720,1120061500,20080811,1120011000,Geumho 2.3(i.sam)-ga-dong
서울특별시,성동구,금호2.3가동,금호2.3가동,금호동3가,11040720,1120061500,20080811,1120011100,Geumho 2.3(i.sam)-ga-dong
서울특별시,성동구,금호4가동,금호4가동,금호동4가,11040620,1120062000,19880423,1120011200,Geumho 4(sa)-ga-dong
서울특별시,성동구,옥수동,옥수동,옥수동,11040730,1120064500,20080811,1120011300,Oksu-dong
서울특별시,성동구,성수1가1동,성수1가제1동,성수동1가,11040650,1120065000,19880423,1120011400,Seongsu 1(il)-ga1(il)-dong
서울특별시,성동구,성수1가2동,성수1가제2동,성수동1가,11040660,1120066000,19880423,1120011400,Seongsu 1(il)-ga2(i)-dong
서울특별시,성동구,성수2가1동,성수2가제1동,성수동2가,11040670,1120067000,19880423,1120011500,Seongsu 2(i)-ga1(il)-dong
서울특별시,성동구,성수2가3동,성수2가제3동,성수동2가,11040680,1120069000,19880423,1120011500,Seongsu 2(i)-ga 3(sam)-dong
서울특별시,성동구,송정동,송정동,송정동,11040690,1120072000,19880423,1120011800,Songjeong-dong
